file_path,mineral_name,formula,reference
/Volumes/Sajid's SSD/MinX-EQ/Imgreite/0_Imgreite_298.00_1.00_.cif,Imgreite,Ni Te,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Note: ideal nickel arsenide structure, Crystal Structures, 1, 85–237 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Sylvite/0_Sylvite_298.15_0.00_.cif,Sylvite,K Cl,"Walker D., Verma P. K., Cranswick L. M. D., Jones R. L., Clark S. M., Buhre S., Halite-sylvite thermoelasticity Sample: msl515031, T = 25 C, P = 0.0 kbar, cell volume = 248.61 ang**3, American Mineralogist, 89, 204–210 (2004)."
/Volumes/Sajid's SSD/MinX-EQ/Orpiment/0_Orpiment_298.00_1.00_.cif,Orpiment,As₂ S₃,"Mullen D. J. E., Nowacki W., Refinement of the crystal structures of realgar, AsS and orpiment, As2S3, Zeitschrift fur Kristallographie, 136, 48–65 (1972)."
/Volumes/Sajid's SSD/MinX-EQ/Groutite/0_Groutite_298.00_1.00_.cif,Groutite,Mn (O₂ H),"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York, Crystal Structures, 1, 290–295 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Thorium/0_Thorium_298.00_1.00_.cif,Thorium,Th,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Cubic closest packed, ccp, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Stishovite/0_Stishovite_298.00_1.00_.cif,Stishovite,Si O₂,"Ross N. L., Shu J. F., Hazen R. M., Gasparik T., High-pressure crystal chemistry of stishovite P = 0, but in the diamond cell, American Mineralogist, 75, 739–747 (1990)."
/Volumes/Sajid's SSD/MinX-EQ/Clinosafflorite/0_Clinosafflorite_298.00_1.00_.cif,Clinosafflorite,Co As₂,"Kjekshus A., On the properties of binary compounds with the CoSb2 type crystal structure, Acta Chemica Scandinavica, 25, 411–422 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Ytterbium/0_Ytterbium_298.00_1.00_.cif,Ytterbium,Yb,"Spedding F. H., Daane A. H., Herrmann K. W., The crystal structures and lattice parameters of high-purity scandium, yttrium and the rare earth metals Note: sample 99.9% pure, Acta Crystallographica, 9, 559–563 (1956)."
/Volumes/Sajid's SSD/MinX-EQ/Burnsite/0_Burnsite_298.00_1.00_.cif,Burnsite,K Cd Cu₇ Se₂ O₈ Cl₉,"Burns P. C., Krivovichev S. V., Filatov S. K., New Cu coordination polyhedra in the crystal structure of burnsite, KCdCu7O2(SeO3)2Cl9, The Canadian Mineralogist, 40, 1587–1595 (2002)."
/Volumes/Sajid's SSD/MinX-EQ/Waimirite-(Y)/0_Waimirite-(Y)_298.00_1.00_.cif,Waimirite-(Y),Y F₃,"Cheetham A. K., Norman N., The structures of yttrium and bismuth trifluorides by neutron diffraction, Acta Chemica Scandinavica, A28, 55–60 (1974)."
/Volumes/Sajid's SSD/MinX-EQ/Arsenolamprite/0_Arsenolamprite_298.00_1.00_.cif,Arsenolamprite,As,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York, Crystal Structures, 1, 239–444 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Paakkonenite/0_Paakkonenite_298.00_1.00_.cif,Paakkonenite,Sb₂ As S₂,"Bonazzi P., Borrini D., Mazzi F., Olmi F., Crystal structure and twinning of Sb2AsS2, the synthetic analogue of paakkonenite, American Mineralogist, 80, 1054–1058 (1995)."
/Volumes/Sajid's SSD/MinX-EQ/Liberite/0_Liberite_298.00_1.00_.cif,Liberite,Li₂ Be Si O₄,"Han-ching C., The crystal structure of liberite, Kexue Tongbao, 17, 425–428 (1966)."
/Volumes/Sajid's SSD/MinX-EQ/Vaterite/0_Vaterite_298.00_1.00_.cif,Vaterite,Ca C O₃,"Wang J., Becker U., Structure and carbonate orientation of vaterite (CaCO3) Note: Coordinates corrected by Wang, Sept, 2009, American Mineralogist, 94, 380–386 (2009)."
/Volumes/Sajid's SSD/MinX-EQ/Metahewettite/0_Metahewettite_298.00_1.00_.cif,Metahewettite,V₃ Na O₈,"Bachmann H. G., Barnes W. H., The crystal structure of a sodium-calcium variety of metahewettite Sample: anhydrous, The Canadian Mineralogist, 7, 219–235 (1962)."
/Volumes/Sajid's SSD/MinX-EQ/Fergusonite-beta-(Y)/0_Fergusonite-beta-(Y)_298.00_1.00_.cif,Fergusonite-beta-(Y),Y Nb O₄,"Weitzel H., Schrocke H., Kristallstrukturverfeinerungen von euxenit, Y(Nb0.5Ti0.5)2O6, und M-fergusonit, YNbO4, Zeitschrift fur Kristallographie, 152, 69–82 (1980)."
/Volumes/Sajid's SSD/MinX-EQ/Radtkeite/0_Radtkeite_298.00_1.00_.cif,Radtkeite,Hg₃ S₂ I Cl,"Pervukhina N. V., Vasil'ev V. I., Naumov D. Y., Borisov S. V., Magarill S. A., The crystal structure of synthetic radtkeite, Hg3S2ClI, The Canadian Mineralogist, 42, 87–94 (2004)."
/Volumes/Sajid's SSD/MinX-EQ/Saltonseaite/0_Saltonseaite_298.00_1.00_.cif,Saltonseaite,K₃ Na Mn Cl₆,"Kampf A. R., Mills S. J., Nestola F., Ciriotti M. E., Kasatkin A. V., Saltonseaite, K3NaMn2+Cl6, the Mn analogue of rinneite from the Salton Sea, California, American Mineralogist, 98, 231–235 (2012)."
/Volumes/Sajid's SSD/MinX-EQ/Helmutwinklerite/0_Helmutwinklerite_298.00_1.00_.cif,Helmutwinklerite,Pb Zn₂ As₂ (O₁₀ H₂),"Krause W., Belendorff K., Bernhardt H. J., McCammon C. A., Effenberger H., Mikenda W., Crystal chemistry of the tsumcorite-group minerals. New data on ferrilotharmeyerite, tsumcorite, thometzekite, mounanaite, helmutwinklerite, and a redefinition of gartrellite, European Journal of Mineralogy, 10, 179–206 (1998)."
/Volumes/Sajid's SSD/MinX-EQ/Borax/0_Borax_298.00_1.00_.cif,Borax,Na₂ B₄ O₁₇ H₂₀,"Levy H. A., Lisensky G. C., Crystal structures of sodium sulfate decahydrate (Glauber's salt) and sodium tetraborate decahydrate (borax). Redetermination by neutron diffraction Note: anisoU's from ICSD, Acta Crystallographica, Section B, 34, 3502–3510 (1978)."
/Volumes/Sajid's SSD/MinX-EQ/Tantalcarbide/0_Tantalcarbide_298.00_1.00_.cif,Tantalcarbide,Ta C,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York rocksalt structure, Crystal Structures, 1, 85–237 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Eriochalcite/0_Eriochalcite_298.00_1.00_.cif,Eriochalcite,Cu O₂ Cl₂,"Harker D., The Crystal Structure of Cupric Chloride Dihydrate Cu Cl2 (H2 O)2 _cod_database_code 1011014, Zeitschrift fur Kristallographie, 93, 136–145 (1936)."
/Volumes/Sajid's SSD/MinX-EQ/Junitoite/0_Junitoite_298.00_1.00_.cif,Junitoite,Ca Zn₂ Si₂ O₈ H₂,"Yang H., Jenkins N. G., Downs R. T., Redetermination of junitoite, CaZn2Si2O7*H2O, Acta Crystallographica, Section E, 68, i73–i73 (2012)."
/Volumes/Sajid's SSD/MinX-EQ/Isomertieite/0_Isomertieite_298.00_1.00_.cif,Isomertieite,Pd₅ As Sb,"Shi N., Ma Z., Zhang N., Ding X., Crystal structure of isomertieite (fengluanite), Kexue Tongbao, 23, 499–501 (1978)."
/Volumes/Sajid's SSD/MinX-EQ/Vismirnovite/0_Vismirnovite_298.00_1.00_.cif,Vismirnovite,Zn Sn (O₆ H₆),"Cohen-Addad C., Etude des hydroxystannates CaSn(OH)6 et ZnSn(OH)6 par diffraction des rayons X et resonance magnetique nucleaire, Bulletin de la Societe Francaise de Mineralogie et de Cristallographie, 90, 32–35 (1967)."
/Volumes/Sajid's SSD/MinX-EQ/Baricite/0_Baricite_298.00_1.00_.cif,Baricite,Mg₃ P₂ O₁₆,"Takagi S., Mathew M., Brown W. E., Crystal structures of bobierrite and synthetic Mg3(PO4)2.8H2O, American Mineralogist, 71, 1229–1233 (1986)."
/Volumes/Sajid's SSD/MinX-EQ/Carraraite/0_Carraraite_298.00_1.00_.cif,Carraraite,Ca₃ Ge O₂₆ S₂ C₂ H₃₀,"Merlino S., Orlandi P., Carraraite and zaccagnaite, two new minerals from the Carrara marble quarries: their chemical compositions, physical properties and structural features, American Mineralogist, 86, 1293–1301 (2001)."
/Volumes/Sajid's SSD/MinX-EQ/Swartzite/0_Swartzite_298.00_1.00_.cif,Swartzite,Ca Mg U C₃ O₂₃ H₂₄,"Mereiter K., Synthetic swartzite, CaMg[UO2(CO3)3]*12H2O, and its strontium analogue, SrMg[UO2(CO3)3]*12H2O: Crystallography and crystal structures, Neues Jahrbuch fur Mineralogie, Monatshefte, 1986, 481–492 (1986)."
/Volumes/Sajid's SSD/MinX-EQ/Murashkoite/0_Murashkoite_298.00_1.00_.cif,Murashkoite,Fe P,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York, Crystal Structures, 1, 85–237 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Koritnigite/0_Koritnigite_298.00_1.00_.cif,Koritnigite,Zn As O₅,"Keller P., Hess H., Riffel H., Die kristallstruktur von koritnigit, Zn[H2O|HOAsO3], Neues Jahrbuch fur Mineralogie, Abhandlungen, 138, 316–332 (1980)."
/Volumes/Sajid's SSD/MinX-EQ/Rruffite/0_Rruffite_298.00_1.00_.cif,Rruffite,Ca₂ Cu As₂ O₁₀ H₄,"Yang H., Jenkins R. A., Downs R. T., Evans S. H., Tait K. T., Rruffite, Ca2Cu(AsO4)2*2H2O, a new member of the roselite group, from Tierra Amarilla, Chile, The Canadian Mineralogist, 49, 877–884 (2011)."
/Volumes/Sajid's SSD/MinX-EQ/Lindsleyite/0_Lindsleyite_298.00_1.00_.cif,Lindsleyite,Ba Mn₃ Ti₁₈ O₃₈,"Peterson R. C., Grey I. E., Preparation and structure refinement of synthetic Ti-containing lindsleyite, BaMn3Ti18O38, The Canadian Mineralogist, 33, 1083–1089 (1995)."
/Volumes/Sajid's SSD/MinX-EQ/Gerhardtite/0_Gerhardtite_298.00_1.00_.cif,Gerhardtite,Cu₂ O₆ N H₃,"Bovio B., Locchi S., Crystal structure of the orthorhombic basic copper nitrate, Cu2(OH)3NO3, Journal of Crystallographic and Spectroscopic Research, 12, 507–517 (1982)."
/Volumes/Sajid's SSD/MinX-EQ/Ganomalite/0_Ganomalite_298.00_1.00_.cif,Ganomalite,Pb₉ Ca₅ Mn Si₉ O₃₃,"Dunn P. J., Peacor D. R., Valley J. W., Randall C. A., Ganomalite from Franklin, New Jersey, and Jakobsberg, Sweden: New chemical and crystallographic data Note: structure from ICSD, Mineralogical Magazine, 49, 579–582 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Tolovkite/0_Tolovkite_298.00_1.00_.cif,Tolovkite,Ir Sb S,"Bayliss P., Crystal chemistry and crystallography of some minerals within the pyrite group, American Mineralogist, 74, 1168–1176 (1989)."
/Volumes/Sajid's SSD/MinX-EQ/Georgiadesite/0_Georgiadesite_298.00_1.00_.cif,Georgiadesite,Pb₄ As Cl₄ O₄ H,"Pasero M., Vacchiano D., Crystal structure and revision of the chemical formula of georgiadesite, Pb4(AsO3)Cl4(OH), Mineralogical Magazine, 64, 879–884 (2000)."
/Volumes/Sajid's SSD/MinX-EQ/Uklonskovite/0_Uklonskovite_298.00_1.00_.cif,Uklonskovite,Na Mg S O₆ F H₄,"Sabelli C., Uklonskovite, NaMg(SO4)F*2H2O: new mineralogical data and structure refinement, Bulletin de Mineralogie, 108, 133–138 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Willemite/0_Willemite_298.00_1.00_.cif,Willemite,Zn₂ Si O₄,"Marumo F., Syono Y., The crystal structure of Zn2SiO4-II, a high-pressure phase of willemite, Acta Crystallographica, Section B, 27, 1868–1870 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Calcio-olivine/0_Calcio-olivine_298.00_1.00_.cif,Calcio-olivine,Ca₂ Si O₄,"Udagawa S., Urabe K., Natsume M., Yano T., Refinement of the crystal structure of gamma-Ca2SiO4, Cement and Concrete Research, 10, 139–144 (1980)."
/Volumes/Sajid's SSD/MinX-EQ/Gilmarite/0_Gilmarite_298.00_1.00_.cif,Gilmarite,Cu₃ As O₇ H₃,"Sarp H., Cerny R., Gilmarite, Cu3(AsO4)(OH)3, a new mineral: its description and crystal structure, European Journal of Mineralogy, 11, 549–555 (1999)."
/Volumes/Sajid's SSD/MinX-EQ/Burangaite/0_Burangaite_298.00_1.00_.cif,Burangaite,Na Al₅ Fe P₄ H₁₀ O₂₄,"Selway J. B., Cooper M. A., Hawthorne F. C., Refinement of the crystal structure of burangaite, The Canadian Mineralogist, 35, 1515–1522 (1997)."
/Volumes/Sajid's SSD/MinX-EQ/Foordite/0_Foordite_298.00_1.00_.cif,Foordite,Sn Nb₂ O₆,"Ercit T. S., Cerny P., The crystal structure of foordite, The Canadian Mineralogist, 26, 899–903 (1988)."
/Volumes/Sajid's SSD/MinX-EQ/Xenotime-(Ho)/0_Xenotime-(Ho)_298.00_1.00_.cif,Xenotime-(Ho),Ho P O₄,"Ni Y., Hughes J. M., Mariano A. N., Crystal chemistry of the monazite and xenotime structures, American Mineralogist, 80, 21–26 (1995)."
/Volumes/Sajid's SSD/MinX-EQ/Diaboleite/0_Diaboleite_298.00_1.00_.cif,Diaboleite,Pb₂ Cu Cl₂ O₄ H₄,"Cooper M. A., Hawthorne F. C., Diaboleite, Pb2Cu(OH)4Cl2, a defect perovskite structure with stereoactive lone-pair behavior of Pb, The Canadian Mineralogist, 33, 1125–1129 (1995)."
/Volumes/Sajid's SSD/MinX-EQ/Gallobeudantite/0_Gallobeudantite_298.00_1.00_.cif,Gallobeudantite,Pb₆ Ga₃ As S O₁₇ H₉,"Jambor J. L., Owens D. R., Grice J. D., Feinglos M. N., Gallobeudantite, PbGa3[(AsO4),(SO4)]2(OH)6, a new mineral species from Tsumeb, Namibia, and associated new gallium analogues of the alunite - jarosite family, The Canadian Mineralogist, 34, 1305–1315 (1996)."
/Volumes/Sajid's SSD/MinX-EQ/Gladite/0_Gladite_298.00_1.00_.cif,Gladite,Bi₅ Pb Cu S₉,"Topa D., Makovicky E., Balic-Zunic T., The structural role of excess Cu and Pb in gladite and krupkaite based on new refinements of their structure Sample: bd33, The Canadian Mineralogist, 40, 1147–1159 (2002)."
/Volumes/Sajid's SSD/MinX-EQ/Nickelboussingaultite/0_Nickelboussingaultite_298.00_1.00_.cif,Nickelboussingaultite,N₂ H₂₀ Ni S₂ O₁₄,"Montgomery H., Lingafelter E. C., The crystal structure of Tutton's salts. II. Magnesium ammonium sulfate hexahydrate and nickel ammonium sulfate hexahydrate, Acta Crystallographica, 17, 1478–1479 (1964)."
/Volumes/Sajid's SSD/MinX-EQ/Arsenoclasite/0_Arsenoclasite_298.00_1.00_.cif,Arsenoclasite,Mn₅ As₂ (O₁₂ H₄),"Moore P. B., Molin-Case J., Crystal chemistry of the basic manganese arsenates: V. Mixed manganese coordination in the atomic arrangement of arsenoclasite, American Mineralogist, 56, 1539–1552 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Lamprophyllite/0_Lamprophyllite_298.00_1.00_.cif,Lamprophyllite,Ti₃ Si₄ Na₃ Sr₂ (O₁₈ H₂),"Krivovichev S. V., Armbruster T., Yakovenchuk V. N., Pakhomovsky Y. A., Men'shikov Y. P., Crystal structures of lamprophyllite-2M and lamprophyllite-2O from the Lovozero alkaline massif, Kola peninsula, Russia Note: displacement factors have been altered by Krivovichev, November 2003, European Journal of Mineralogy, 15, 711–718 (2003)."
/Volumes/Sajid's SSD/MinX-EQ/Bobierrite/0_Bobierrite_298.00_1.00_.cif,Bobierrite,Mg₃ P₂ O₁₆,"Takagi S., Mathew M., Brown W. E., Crystal structures of bobierrite and synthetic Mg3(PO4)2(H2O)8, American Mineralogist, 71, 1229–1233 (1986)."
/Volumes/Sajid's SSD/MinX-EQ/Cyanochroite/0_Cyanochroite_298.00_1.00_.cif,Cyanochroite,K₂ Cu S₂ O₁₄ H₁₂,"Bosi F., Belardi G., Ballirano P., Structural features in Tutton's salts K2[M2+(H2O)6](SO4)2, with M2+= Mg, Fe, Co, Ni, Cu, and Zn, American Mineralogist, 94, 74–82 (2009)."
/Volumes/Sajid's SSD/MinX-EQ/Stranskiite/0_Stranskiite_298.00_1.00_.cif,Stranskiite,Zn₂ Cu As₂ O₈,"Plieth K., Sanger G., Die struktur des stranskiits Zn2Cu(AsO4)2, Zeitschrift fur Kristallographie, 124, 91–100 (1967)."
/Volumes/Sajid's SSD/MinX-EQ/Fluoro-richterite/0_Fluoro-richterite_297.15_1.00_.cif,Fluoro-richterite,Si₈ Mg₅ (Na₂ Ca₂) K₄ O₂₂ F₂,"Cameron M., Sueno S., Papike J. J., Prewitt C. T., High temperature crystal chemistry of K and Na fluor-richterites Note: sample Na, T = 24 C, American Mineralogist, 68, 924–943 (1983)."
/Volumes/Sajid's SSD/MinX-EQ/Heteromorphite/0_Heteromorphite_298.00_1.00_.cif,Heteromorphite,Pb₇ Sb₈ S₁₉,"Edenharter A., Die kristallstruktur von heteromorphit, Pb7Sb8S19, Zeitschrift fur Kristallographie, 151, 193–202 (1980)."
/Volumes/Sajid's SSD/MinX-EQ/Kuznetsovite/0_Kuznetsovite_298.00_1.00_.cif,Kuznetsovite,Hg₃ As O₄ Cl,"Weil M., Preparation and crystal structures of (Hg3)(PO4)Cl, (Hg3)(AsO4)Cl and (Hg3)(AsO4)Br - mercury compounds with the triangular Hg4+3 cluster, Zeitschrift fur Naturforschung, B56, 753–758 (2001)."
/Volumes/Sajid's SSD/MinX-EQ/Ezcurrite/0_Ezcurrite_298.00_1.00_.cif,Ezcurrite,Na₂ B₅ H₅ O₁₂,"Cannillo E., Dal Negro. A., Ungaretti L., The crystal structure of ezcurrite, American Mineralogist, 58, 110–115 (1973)."
/Volumes/Sajid's SSD/MinX-EQ/Cotunnite/0_Cotunnite_298.00_1.00_.cif,Cotunnite,Pb Cl₂,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York, Crystal Structures, 1, 298–306 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Moschelite/0_Moschelite_298.00_1.00_.cif,Moschelite,Hg I,"Kars M., Roisnel T., Dorcet V., Rebbah A., Carlos O. D. L., Redetermination of Hg2I2, Acta Crystallographica, Section E, 68, i11–i11 (2012)."
/Volumes/Sajid's SSD/MinX-EQ/Oxygen/0_Oxygen_298.00_1.00_.cif,Oxygen,O,"Schiferl D., Cromer D. T., Schwalbe L. A., Mills R. L., Structure of 'Orange' 18O2 at 9.6 GPa and 297 K, Acta Crystallographica, Section B, 39, 153–157 (1983)."
/Volumes/Sajid's SSD/MinX-EQ/Thoreaulite/0_Thoreaulite_298.00_1.00_.cif,Thoreaulite,Sn Ta₂ O₇,"Mumme W. G., The crystal structure of SnTa2O7, thoreaulite, an example of tin in five-fold coordination, American Mineralogist, 55, 367–377 (1970)."
/Volumes/Sajid's SSD/MinX-EQ/Mawbyite/0_Mawbyite_298.00_1.00_.cif,Mawbyite,Pb Fe₂ As₂ O₁₀ H₂,"Kharisun, Taylor M. R., Bevan D. J. M., Rae A. D., Pring A., The crystal structure of mawbyite, PbFe2(AsO4)2(OH)2, Mineralogical Magazine, 61, 685–691 (1997)."
/Volumes/Sajid's SSD/MinX-EQ/Bafertisite/0_Bafertisite_298.00_1.00_.cif,Bafertisite,Ba Fe₂ Ti Si₂ O₁₀ H₂,"Guan Y. S., Simonov V. I., Belov N. V., The crystal structure of bafertisite BaFe2TiO[Si2O7](OH)2, Doklady Akademii Nauk SSSR, 149, 1416–1419 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Fluocerite-(Pr)/0_Fluocerite-(Pr)_298.00_1.00_.cif,Fluocerite-(Pr),Pr F₃,"Oftedal P., Ueber die Kristallstruktur von Tysonit und einigen kuenstlich dargestellten Lanthanidenfluoriden _cod_database_code 1010984, Zeitschrift fur Physikalische Chemie, 5, 272–292 (1929)."
/Volumes/Sajid's SSD/MinX-EQ/Wilkmanite/0_Wilkmanite_298.00_1.00_.cif,Wilkmanite,Ni₃ Se₄,"Hiller J. E., Wegener W., Untersuchungen im system nickel-selen, Neues Jahrbuch fur Mineralogie, Abhandlungen, 94, 1147–1159 (1960)."
/Volumes/Sajid's SSD/MinX-EQ/Frohbergite/0_Frohbergite_298.00_1.00_.cif,Frohbergite,Fe Te₂,"Tengner S., Uber diselenide und ditelluride von eisen, kobalt und nickel, Zeitschrift fur Anorganische und Allgemeine Chemie, 239, 126–132 (1938)."
/Volumes/Sajid's SSD/MinX-EQ/Nordstrandite/0_Nordstrandite_298.00_1.00_.cif,Nordstrandite,Al (O₃ H₃),"Bosmans H. J., Unit cell and crystal structure of nordstrandite, Al(OH)3, Acta Crystallographica, Section B, 26, 649–652 (1970)."
/Volumes/Sajid's SSD/MinX-EQ/Gebhardite/0_Gebhardite_298.00_1.00_.cif,Gebhardite,Pb₈ Cl₆ As₄ O₁₁,"Klaska R., Gebert W., Polytypie und struktur von gebhardit - Pb8OCl6(As2O5)2, Zeitschrift fur Kristallographie, 159, 75–76 (1982)."
/Volumes/Sajid's SSD/MinX-EQ/Hexahydrite/0_Hexahydrite_298.00_1.00_.cif,Hexahydrite,Mg S O₁₀ H₁₂,"Zalkin A., Ruben H., Templeton D. H., The crystal structure and hydrogen bonding of magnesium sulfate hexahydrate, Acta Crystallographica, 17, 235–240 (1964)."
/Volumes/Sajid's SSD/MinX-EQ/Jacquesdietrichite/0_Jacquesdietrichite_298.00_1.00_.cif,Jacquesdietrichite,Cu₂ B O₆ H₅,"Kampf A. R., Favreau G., Jacquesdietrichite, Cu2[BO(OH)2](OH)3, a new mineral from the Tachgagalt mine, Morocco: Description and crystal structure, European Journal of Mineralogy, 16, 361–366 (2004)."
/Volumes/Sajid's SSD/MinX-EQ/Dewindtite/0_Dewindtite_298.00_1.00_.cif,Dewindtite,U₃ P₂ O₂₆ Pb₂,"Piret P., Piret-Meunier J., Deliens M., Composition chimique et structure cristalline de la dewindtite Pb3[H(UO2)3O2(PO4)2]2.12H2O, European Journal of Mineralogy, 2, 399–405 (1990)."
/Volumes/Sajid's SSD/MinX-EQ/Vistepite/0_Vistepite_298.00_1.00_.cif,Vistepite,Sn Mn₄ Si₄ B₂ H₂ O₁₈,"Hybler J., Petricek V., Jurek K., Skala R., Cisarova I., Structure determination of vistepite SnMn4B2Si4O16(OH)2: Isotypism with bustamite, revised crystallographic data and composition, The Canadian Mineralogist, 35, 1283–1292 (1997)."
/Volumes/Sajid's SSD/MinX-EQ/Bahariyaite/0_Bahariyaite_298.00_1.00_.cif,Bahariyaite,K Mn O₄,"Marabello D., Bianchi R., Cargnoni F., Gervasio G., An experimental (120 K) and theoretical electron-density study of KMnO4 and KClO4, Acta Crystallographica, Section A, 60, 494–501 (2004)."
/Volumes/Sajid's SSD/MinX-EQ/Dufrenoysite/0_Dufrenoysite_298.00_1.00_.cif,Dufrenoysite,Pb₂ As₂ S₅,"Marumo F., Nowacki W., The crystal structure of dufrenoysite, Pb16As16S40, Zeitschrift fur Kristallographie, 124, 409–419 (1967)."
/Volumes/Sajid's SSD/MinX-EQ/Uranium-gamma/0_Uranium-gamma_298.00_1.00_.cif,Uranium-gamma,U,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Body centered cubic, bcc, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Samarium/0_Samarium_298.00_1.00_.cif,Samarium,Sm,"Daane A. H., Rundle R. E., Smith H. G., Spedding F. H., The crystal structure of samarium Note: sample 99% pure, Acta Crystallographica, 7, 532–535 (1954)."
/Volumes/Sajid's SSD/MinX-EQ/Monazite-(La)/0_Monazite-(La)_298.00_1.00_.cif,Monazite-(La),La P O₄,"Ni Y., Hughes J. M., Mariano A. N., Crystal chemistry of the monazite and xenotime structures, American Mineralogist, 80, 21–26 (1995)."
